-1,9
-1,97
0,23910299999999995
-3,6529701497
0,91
-1,379
-1,81
0,47000000000000003
-1,6993
-1,720505
-1,729
0,7389000000000001
0,8979869500000002
-1,9703
0,9407923333333335
-1,3085
-3,0908713999999997
0,823655
-2,3312
1,0769827900000002
0,9558551828333334
-2,3837156116666662
0,8826620000000001
-1,0685969
1,3080690000000001
1,395784511
1,2920228333333337
1,9576507900000004
-0,5757173889999998
1,9362400065790304
2,4085431198
-2,0
1,8178910475490775
1,7176977900000003
1,1444310610000001
2,2073110709000003
-1,9703
-4,9161
-2,68587264609
-1,3486784401
-1,6808954117867603
1,3209123333333335
1,1922253950000001
2,2058014494100004
0,4043333333333333
1,1748037968523333
1,56320005
-2,195110965923816
2,3210373843342
-1,1871350999999999
1,48293517545039
2,0677512987837234
-0,6199348999999998
-1,2804772627566665
1,424524647855351
-2,469329445
-3,3784030505
2,691752575860351
2,9368233761148157
2,461300430413096
2,248533376114816
2,463800549503335
2,972462814603001
1,3780817372433334
-1,223620566481
-0,876365027381
2,5395250443333337
-2,9512963169966655
1,8355602579363346
1,8340944948993674
2,780841726095531
2,7173051544104334
2,09375558455039
2,9489020391011884
3,722622029228431
2,83692388745039
-0,6833351067666664
-1,6321580723235505
3,874855644015839
3,5372734171486844
3,208729837292839
2,4027110754503904
3,9435405787779105
-1,3879635666666665
1,6358897963531494
-1,1667718169966657
2,72490690281749
1,1755775455000002
2,0956517751284784
2,678109052014816
2,8366921575223345
-2,457239063520575
-2,894962479306999
3,3640105495648513
2,224345831414816
3,4281309924758245
4,802866365050518
4,395554125731643
2,7875412913185156
2,805958636518352
-2,890698131414619
3,047274748645064
2,018659867429
-0,5003772176345123
3,4026250806331273
2,1161144643658685
4,176783270316362
2,3290413031236943
4,703252907863987
3,671746286915555
3,0942750777565124
2,12918186306246
1,5351162613149891
1,672818625085034
0,9924515133292635
2,1942252002437836
1,7176263792334896
5,505325114452273
3,4060850487909904
2,1900514935565747
1,8991281600655165
-2,8758573853589926
3,4516170885521316
3,158312774420414
3,5572430547718223
3,5920376337207722
0,5920520217564986
3,644994655834041
4,1921927788789555
2,3056083250437944
-0,19246012120918565
4,527206500378912
-0,9238778287691851
3,2356323722717932
0,8306347438718834
-5,372358073900414
2,740245998066185
2,016330884248823
5,270176947473436
2,171425690510799
1,0601894569782075
-0,24852867283950875
2,4935511445865557
-1,81100456557949
3,2061591438268566
3,629698643730522
-0,6908772766255749
2,042740481587334
2,481883635245694
4,451557091721549
-0,2919277164265406
3,273302648552948
2,6840739411651464
3,246091092916097
-1,874944726997799
3,4618571693367204
-0,6183410631159274
2,9521210576386423
4,208579891429679
3,2736990581848113
2,4347523720004545
-3,7354186582832902
4,099465792283218
4,110957817879927
3,889375638763217
3,512573325614131
-4,435252267311344
5,3254863435910655
-1,1771719385272346
-0,8098344892205729
3,2722307899993197
-3,4412147682405
3,8383527562923945
3,332605096829388
3,615398497210253
2,1262354186959818
4,924139368212147
2,8366646165296308
-0,904998221716599
3,786128428485748
3,572678761973955
1,635609589388964
3,121146212655624
4,0455910540377715
3,8510746056595795
3,3186789762755664
-3,7354186582832902
2,5278053371791183
3,0575946642699665
2,8569259600090597
3,1542055755890046
5,7185152285667815
3,8848649122819334
-1,0030432527221702
2,278789992284415
3,158071420995391
3,6460919696474443
2,4717596049592263
5,280867467188499
4,543439147950227
1,3014181255884965
2,4247988388410646
4,463689834336818
3,9368598070904772
3,0671336439008257
4,590473729254784
2,129727737395473
3,480737664442672
5,366537010029988
2,904819820524783
-3,732876792454961
3,817609091277678
2,6901168862812987
5,349856377013769
4,4909263432624185
5,4783678616573495
3,2843001446286095
2,632673377933492
-3,286525405942643
3,5826871604085926
4,271548698532545
2,2373545018662084
3,778541931390388
1,243108876221147
4,119392583570313
5,3724496306765746
-2,3924077868525107
-2,7817703737116375
3,2650565879179516
4,167970464121065
3,3071603338563227
-0,7756191680088511
3,9902053097870125
4,900371924772408
3,056539011526866
2,1652415999842898
0,82971036325798
3,4982998629384903
-2,3712385537466347
-1,9070501130151087
3,2133541005167556
2,0301457494594497
2,1070297376948552
1,772181097679793
4,068645590242774
4,80134697254757
5,051523110330708
2,54611813181548
2,6014991610747225
1,0193971892919245
3,6847619923863886
4,106362292884164
-0,8509893815806977
3,084392285775119
4,274358670374417
0,6910516267595
1,3466138170476474
2,0679487725576107
5,626541045316196
3,401573209604758
2,467351587068347
3,286406490505641
-2,9199415068481382
5,707068557141715
4,379515388407244
3,72437196513583
-3,78594323
3,191699958906389
4,239609053874415
-1,7779692030772336
2,7158538930104466
5,8182412048669745
3,3147130251012116
5,4460624835529625
3,366691415837578
3,4891491469104903
3,301786433043325
3,4407172987579293
4,511039865301123
5,531149498294461
1,1942970108844815
1,5618056059243852
2,7540794389803565
3,7150229796673826
1,1776648518924338
5,286597749564327
2,062275844114074
3,9504662371411237
0,6859671775166778
4,767456361770017
5,254583755569625
4,614340306541506
4,080458644399039
3,450257435186028
3,3108142195154855
6,091914830398278
2,8459999033687646
5,712043320247887
3,5650901587642205
2,861094554986644
4,869046418715458
-1,824296127767608
1,6720687572580308
-0,3658049328981239
2,889377465256588
3,433609490999862
0,0
3,149266641535883
-3,7188629381196527
4,756133294371017
-1,792442079388008
3,9202368790987285
2,899074457850775
3,0838007174724495
3,7471036912350737
3,4012939289277275
2,3680230855855595
1,8078872900782978
4,000279820000401
-0,023408153827664258
-3,7617542585883648
3,280636907587473
3,7308491940630626
6,375107439985637
3,12243812973381
1,762799495163729
4,328649987205348
4,525914373846847
4,122915383836678
2,9170248111655765
4,839432319033929
2,8570207650006214
5,370294708803565
3,958863884200209
3,9158485268864065
4,184803209791265
2,6345677057988133
4,8603699432692204
4,339029207449438
5,852958962764742
4,199783799256422
6,417057595543031
3,441041565229265
4,469168057807429
-1,589182428766599
3,900206843529466
2,9007976621278893
4,41550407129681
6,087858620285874
3,8884314877356108
-1,2953250516485884
4,378446765441653
1,724103155984917
3,9587826680278586
3,4362010128256237
0,36374529666666666
0,6420366270922484
0,23912983307453262
3,309112496737236
5,41643778191485
3,3892930667912267
1,2159281681755596
2,940454584037167
3,8774991437573614
1,7939083322831633
1,8483793739395837
-2,7873243389525344
6,0768622778632455
5,43482369352146
3,916497102890625
4,9263550281920985
3,1973002485444653
-2,725978134459691
4,0809002851265515
-2,711704780304313
-2,7662495615555294
-2,712056755973973
3,3378663785093217
-5,059698623709919
2,21090092021325
3,3739379717456024
3,9990649104826805
3,979026200963764
2,5334533401405683
5,626541839701856
4,469332431213363
4,556627875258891
2,018198929189145
1,7272013231486232
2,2770162301547368
